Tanggal;Unit;Blok;Jenis Pupuk; Jumlah (Kg) ;HK;Metode;Latitude;Longitude
23.01.2026;KAWE;KAWE1B-83;PUPUK HGFB;200;5;TM Tabur pupuk kelapa sawit;0.660;111.737
23.01.2026;KAWE;KAWE1A-31;PUPUK KIESERITE GRANULAR;1600;0;TM Tabur pupuk kelapa sawit;0.656;111.739
23.01.2026;KAWE;KAWE1A-31;PUPUK HGFB;150;0;TM Tabur pupuk kelapa sawit;0.656;111.738
24.01.2026;KAWE;KAWE1A-31;PUPUK MURIATE OF POTASH/MOP/KCL;1600;0;TM Tabur pupuk kelapa sawit;0.655;111.737
24.01.2026;KAWE;KAWE1B-83;PUPUK HGFB;200;0;TM Tabur pupuk kelapa sawit;0.663;111.737
24.01.2026;KAWE;KAWE1B-34;PUPUK HGFB;100;0;TM Tabur pupuk kelapa sawit;0.655;111.737
24.01.2026;KAWE;KAWE4H-85;PUPUK HGFB;250;6,35;TM Tabur pupuk kelapa sawit;0.655;111.737
24.01.2026;KAWE;KAWE4H-83;PUPUK HGFB;50;1,3;TM Tabur pupuk kelapa sawit;0.663;111.737
24.01.2026;KAWE;KAWE4H-83;PUPUK HGFB;100;0;TM Tabur pupuk kelapa sawit;0.662;111.739
24.01.2026;KAWE;KAWE3I-28;PUPUK ROCK PHOSPHATE/RP;550;1;TM Tabur pupuk kelapa sawit;0.655;111.738
24.01.2026;KAWE;KAWE3I-27;PUPUK ROCK PHOSPHATE/RP;2400;6;TM Tabur pupuk kelapa sawit;0.663;111.737
24.01.2026;KAWE;KAWE3I-27;PUPUK ROCK PHOSPHATE/RP;1600;0;TM Tabur pupuk kelapa sawit;0.663;111.738
26.01.2026;KAWE;KAWE1A-31;PUPUK MURIATE OF POTASH/MOP/KCL;600;0;TM Tabur pupuk kelapa sawit;0.663;111.738
26.01.2026;KAWE;KAWE1B-34;PUPUK MURIATE OF POTASH/MOP/KCL;3600;0;TM Tabur pupuk kelapa sawit;0.663;111.738
26.01.2026;KAWE;KAWE1B-34;PUPUK MURIATE OF POTASH/MOP/KCL;150;0;TM Tabur pupuk kelapa sawit;0.650;111.731
26.01.2026;KAWE;KAWE1C-33;PUPUK MURIATE OF POTASH/MOP/KCL;450;0;TM Tabur pupuk kelapa sawit;0.648;111.731
26.01.2026;KAWE;KAWE4H-36;PUPUK HGFB;100;2,75;TM Tabur pupuk kelapa sawit;0.647;111.731
26.01.2026;KAWE;KAWE4H-85;PUPUK HGFB;50;1,51;TM Tabur pupuk kelapa sawit;0.647;111.731
26.01.2026;KAWE;KAWE3I-27;PUPUK ROCK PHOSPHATE/RP;1500;5;TM Tabur pupuk kelapa sawit;0.647;111.731
26.01.2026;KAWE;KAWE3I-26;PUPUK ROCK PHOSPHATE/RP;1300;3;TM Tabur pupuk kelapa sawit;0.647;111.731
26.01.2026;KAWE;KAWE3I-26;PUPUK ROCK PHOSPHATE/RP;4500;0;TM Tabur pupuk kelapa sawit;0.646;111.731
26.01.2026;KAWE;KAWE3I-75;PUPUK ROCK PHOSPHATE/RP;1700;0;TM Tabur pupuk kelapa sawit;0.646;111.734
26.01.2026;KAWE;KAWE3I-75;PUPUK ROCK PHOSPHATE/RP;1000;0;TM Tabur pupuk kelapa sawit;0.647;111.734
27.01.2026;KAWE;KAWE4H-31;PUPUK COPPER SULFATE CUSO4;200;4;TM Tabur pupuk kelapa sawit;0.647;111.734
27.01.2026;KAWE;KAWE4H-32;PUPUK COPPER SULFATE CUSO4;100;0;TM Tabur pupuk kelapa sawit;0.647;111.734
27.01.2026;KAWE;KAWE4H-36;PUPUK HGFB;100;0;TM Tabur pupuk kelapa sawit;0.650;111.731
27.01.2026;KAWE;KAWE3H-29;PUPUK HGFB;30,425;1;TM Tabur pupuk kelapa sawit;0.647;111.734
27.01.2026;KAWE;KAWE3H-30;PUPUK HGFB;289,65;7;TM Tabur pupuk kelapa sawit;0.648;111.734
27.01.2026;KAWE;KAWE3I-30;PUPUK HGFB;29,925;1;TM Tabur pupuk kelapa sawit;0.648;111.734
27.01.2026;KAWE;KAWE3H-28;PUPUK ROCK PHOSPHATE/RP;270;1;TM Tabur pupuk kelapa sawit;0.648;111.734
27.01.2026;KAWE;KAWE1C-33;PUPUK MURIATE OF POTASH/MOP/KCL;3600;0;TM Tabur pupuk kelapa sawit;0.649;111.734
28.01.2026;KAWE;KAWE2G-22;PUPUK ZINC SULFATE ZNSO4;200;0;TM Tabur pupuk kelapa sawit;0.649;111.734
28.01.2026;KAWE;KAWE2G-23;PUPUK ZINC SULFATE ZNSO4;200;0;TM Tabur pupuk kelapa sawit;0.649;111.734
28.01.2026;KAWE;KAWE2G-24;PUPUK ZINC SULFATE ZNSO4;250;0;TM Tabur pupuk kelapa sawit;0.649;111.734
28.01.2026;KAWE;KAWE4H-83;PUPUK COPPER SULFATE CUSO4;150;3,28;TM Tabur pupuk kelapa sawit;0.650;111.734
28.01.2026;KAWE;KAWE4H-85;PUPUK COPPER SULFATE CUSO4;200;4,35;TM Tabur pupuk kelapa sawit;0.650;111.734
28.01.2026;KAWE;KAWE4H-36;PUPUK COPPER SULFATE CUSO4;50;1,08;TM Tabur pupuk kelapa sawit;0.649;111.731
28.01.2026;KAWE;KAWE4H-36;PUPUK COPPER SULFATE CUSO4;100;0;TM Tabur pupuk kelapa sawit;0.650;111.734
28.01.2026;KAWE;KAWE3H-72;PUPUK COPPER SULFATE CUSO4;183,2;5;TM Tabur pupuk kelapa sawit;0.651;111.734
28.01.2026;KAWE;KAWE3H-73;PUPUK COPPER SULFATE CUSO4;141,65;4;TM Tabur pupuk kelapa sawit;0.651;111.734
28.01.2026;KAWE;KAWE3H-24;PUPUK COPPER SULFATE CUSO4;198,75;0;TM Tabur pupuk kelapa sawit;0.651;111.734
28.01.2026;KAWE;KAWE3H-25;PUPUK COPPER SULFATE CUSO4;176,4;0;TM Tabur pupuk kelapa sawit;0.652;111.734
29.01.2026;KAWE;KAWE2G-25;PUPUK ZINC SULFATE ZNSO4;250;0;TM Tabur pupuk kelapa sawit;0.652;111.734
29.01.2026;KAWE;KAWE3H-26;PUPUK COPPER SULFATE CUSO4;157,35;4;TM Tabur pupuk kelapa sawit;0.652;111.734
29.01.2026;KAWE;KAWE3H-27;PUPUK COPPER SULFATE CUSO4;138,45;4;TM Tabur pupuk kelapa sawit;0.653;111.734
29.01.2026;KAWE;KAWE3H-28;PUPUK COPPER SULFATE CUSO4;103,9;1;TM Tabur pupuk kelapa sawit;0.653;111.734
29.01.2026;KAWE;KAWE4H-36;PUPUK ZINC SULFATE ZNSO4;125;3,24;TM Tabur pupuk kelapa sawit;0.649;111.731
29.01.2026;KAWE;KAWE4H-85;PUPUK ZINC SULFATE ZNSO4;175;3,34;TM Tabur pupuk kelapa sawit;0.653;111.734
29.01.2026;KAWE;KAWE4H-36;PUPUK COPPER SULFATE CUSO4;100;0;TM Tabur pupuk kelapa sawit;0.654;111.734
29.01.2026;KAWE;KAWE4H-36;PUPUK ZINC SULFATE ZNSO4;100;0;TM Tabur pupuk kelapa sawit;0.654;111.734
29.01.2026;KAWE;KAWE3H-28;PUPUK COPPER SULFATE CUSO4;260,1;0;TM Tabur pupuk kelapa sawit;0.654;111.734
29.01.2026;KAWE;KAWE3H-29;PUPUK COPPER SULFATE CUSO4;346,7;0;TM Tabur pupuk kelapa sawit;0.655;111.734
29.01.2026;KAWE;KAWE3H-30;PUPUK COPPER SULFATE CUSO4;196,85;0;TM Tabur pupuk kelapa sawit;0.655;111.734
29.01.2026;KAWE;KAWE3I-30;PUPUK COPPER SULFATE CUSO4;196,65;0;TM Tabur pupuk kelapa sawit;0.649;111.731
30.01.2026;KAWE;KAWE2F-75;PUPUK ZINC SULFATE ZNSO4;200;0;TM Tabur pupuk kelapa sawit;0.649;111.731
30.01.2026;KAWE;KAWE2G-76;PUPUK ZINC SULFATE ZNSO4;100;0;TM Tabur pupuk kelapa sawit;0.649;111.731
30.01.2026;KAWE;KAWE2G-25;PUPUK ZINC SULFATE ZNSO4;50;0;TM Tabur pupuk kelapa sawit;0.648;111.731
31.01.2026;KAWE;KAWE1E-86;PUPUK ZINC SULFATE ZNSO4;50;0;TM Tabur pupuk kelapa sawit;0.648;111.731
31.01.2026;KAWE;KAWE1E-35;PUPUK COPPER SULFATE CUSO4;200;0;TM Tabur pupuk kelapa sawit;0.655;111.734
31.01.2026;KAWE;KAWE1E-35;PUPUK ZINC SULFATE ZNSO4;150;0;TM Tabur pupuk kelapa sawit;0.653;111.734
31.01.2026;KAWE;KAWE4H-83;PUPUK ZINC SULFATE ZNSO4;150;4,03;TM Tabur pupuk kelapa sawit;0.652;111.734
31.01.2026;KAWE;KAWE4H-32;PUPUK ZINC SULFATE ZNSO4;125;3,78;TM Tabur pupuk kelapa sawit;0.652;111.734
31.01.2026;KAWE;KAWE4H-31;PUPUK ZINC SULFATE ZNSO4;25;1,16;TM Tabur pupuk kelapa sawit;0.652;111.734
31.01.2026;KAWE;KAWE4H-31;PUPUK ZINC SULFATE ZNSO4;100;0;TM Tabur pupuk kelapa sawit;0.651;111.734
05.01.2026;KNPA;KNPA1O-24;PUPUK HGFB;50,25;0,38;TM Tabur pupuk kelapa sawit;0.651;111.734
05.01.2026;KNPA;KNPA1O-25;PUPUK HGFB;84,45;0,63;TM Tabur pupuk kelapa sawit;0.651;111.734
05.01.2026;KNPA;KNPA1O-24-2023;PUPUK HGFB;45,3;0,99;TBM Tabur pupuk kelapa sawit;0.651;111.734
05.01.2026;KNPA;KNPA1O-25-2023;PUPUK HGFB;0,6;0,01;TBM Tabur pupuk kelapa sawit;0.650;111.734
06.01.2026;KNPA;KNPA1N-24;PUPUK HGFB;34,425;0,69;TM Tabur pupuk kelapa sawit;0.650;111.734
06.01.2026;KNPA;KNPA1N-23;PUPUK HGFB;0,825;0,02;TM Tabur pupuk kelapa sawit;0.655;111.734
06.01.2026;KNPA;KNPA1O-23;PUPUK HGFB;14,475;0,29;TM Tabur pupuk kelapa sawit;0.650;111.734
06.01.2026;KNPA;KNPA1N-25;PUPUK HGFB;105,6;1;TM Tabur pupuk kelapa sawit;0.649;111.734
07.01.2026;KNPA;KNPA1O-25-2023;PUPUK COPPER SULFATE CUSO4;0,8;1;TBM Tabur pupuk kelapa sawit;0.649;111.734
07.01.2026;KNPA;KNPA1O-24;PUPUK COPPER SULFATE CUSO4;67;1;TM Tabur pupuk kelapa sawit;0.649;111.734
07.01.2026;KNPA;KNPA1O-25;PUPUK COPPER SULFATE CUSO4;112,6;1;TM Tabur pupuk kelapa sawit;0.649;111.734
08.01.2026;KNPA;KNPA1N-23;PUPUK COPPER SULFATE CUSO4;1,1;1;TM Tabur pupuk kelapa sawit;0.648;111.734
08.01.2026;KNPA;KNPA1N-24;PUPUK COPPER SULFATE CUSO4;45,9;1;TM Tabur pupuk kelapa sawit;0.648;111.734
08.01.2026;KNPA;KNPA1N-25;PUPUK COPPER SULFATE CUSO4;140,8;1;TM Tabur pupuk kelapa sawit;0.648;111.734
09.01.2026;KNPA;KNPA1O-23;PUPUK COPPER SULFATE CUSO4;19;1;TM Tabur pupuk kelapa sawit;0.647;111.734
09.01.2026;KNPA;KNPA1P-25;PUPUK COPPER SULFATE CUSO4;23;1;TM Tabur pupuk kelapa sawit;0.647;111.734
09.01.2026;KNPA;KNPA1N-24-2023;PUPUK COPPER SULFATE CUSO4;78,52;1;TBM Tabur pupuk kelapa sawit;0.655;111.734
09.01.2026;KNPA;KNPA1N-25-2023;PUPUK COPPER SULFATE CUSO4;169,26;1;TBM Tabur pupuk kelapa sawit;0.647;111.734
12.01.2026;KNPA;KNPA1O-23-2023;PUPUK HGFB;38;1;TBM Tabur pupuk kelapa sawit;0.647;111.734
12.01.2026;KNPA;KNPA1N-24-2023;PUPUK HGFB;236;2;TBM Tabur pupuk kelapa sawit;0.646;111.734
12.01.2026;KNPA;KNPA1P-25;PUPUK HGFB;17;1;TM Tabur pupuk kelapa sawit;0.646;111.737
13.01.2026;KNPA;KNPA1M-21-2023;PUPUK HGFB;104;1;TBM Tabur pupuk kelapa sawit;0.646;111.737
13.01.2026;KNPA;KNPA1O-24-2023;PUPUK HGFB;31;1;TBM Tabur pupuk kelapa sawit;0.647;111.737
13.01.2026;KNPA;KNPA1N-25-2023;PUPUK HGFB;163;2;TBM Tabur pupuk kelapa sawit;0.647;111.737
14.01.2026;KNPA;KNPA1N-23-2023;PUPUK HGFB;340;4;TBM Tabur pupuk kelapa sawit;0.647;111.737
15.01.2026;KNPA;KNPA1N-22-2023;PUPUK HGFB;200;2;TBM Tabur pupuk kelapa sawit;0.648;111.737
15.01.2026;KNPA;KNPA1N-21-2023;PUPUK HGFB;150;2;TBM Tabur pupuk kelapa sawit;0.648;111.737
17.01.2026;KNPA;KNPA1N-21-2023;PUPUK HGFB;350;4;TBM Tabur pupuk kelapa sawit;0.654;111.734
19.01.2026;KNPA;KNPA1N-20-2023;PUPUK HGFB;218;3;TBM Tabur pupuk kelapa sawit;0.648;111.737
19.01.2026;KNPA;KNPA1N-21-2023;PUPUK HGFB;157;2;TBM Tabur pupuk kelapa sawit;0.648;111.737
20.01.2026;KNPA;KNPA1N-19-2023;PUPUK HGFB;48;1;TBM Tabur pupuk kelapa sawit;0.649;111.737
20.01.2026;KNPA;KNPA1N-20-2023;PUPUK HGFB;327;4;TBM Tabur pupuk kelapa sawit;0.649;111.735
21.01.2026;KNPA;KNPA1N-22-2023;PUPUK COPPER SULFATE CUSO4;75;1;TBM Tabur pupuk kelapa sawit;0.649;111.735
21.01.2026;KNPA;KNPA1N-24-2023;PUPUK COPPER SULFATE CUSO4;245;3;TBM Tabur pupuk kelapa sawit;0.651;111.735
21.01.2026;KNPA;KNPA1N-23-2023;PUPUK COPPER SULFATE CUSO4;205;3;TBM Tabur pupuk kelapa sawit;0.651;111.736
22.01.2026;KNPA;KNPA1N-21-2023;PUPUK COPPER SULFATE CUSO4;397;5;TBM Tabur pupuk kelapa sawit;0.651;111.736
22.01.2026;KNPA;KNPA1N-22-2023;PUPUK COPPER SULFATE CUSO4;46;1;TBM Tabur pupuk kelapa sawit;0.652;111.736
23.01.2026;KNPA;KNPA1N-20-2023;PUPUK COPPER SULFATE CUSO4;198;5;TBM Tabur pupuk kelapa sawit;0.652;111.736
24.01.2026;KNPA;KNPA1O-24;PUPUK TRIPLE SUPERPHOSPHATE / TSP;503;0,33;TM Pemupukan Mekanis;0.654;111.734
24.01.2026;KNPA;KNPA1O-25;PUPUK TRIPLE SUPERPHOSPHATE / TSP;104;0,07;TM Pemupukan Mekanis;0.652;111.735
24.01.2026;KNPA;KNPA1N-25;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1057;0,69;TM Pemupukan Mekanis;0.652;111.735
24.01.2026;KNPA;KNPA1N-25-2023;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2279;0,63;TBM Tabur pupuk kelapa sawit;0.653;111.735
24.01.2026;KNPA;KNPA1O-24-2023;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1057;0,29;TBM Tabur pupuk kelapa sawit;0.653;111.735
26.01.2026;KNPA;KNPA1N-19-2023;PUPUK COPPER SULFATE CUSO4;299;5;TBM Tabur pupuk kelapa sawit;0.653;111.735
26.01.2026;KNPA;KNPA1N-18-2024;PUPUK COPPER SULFATE CUSO4;76;1;TBM Tabur pupuk kelapa sawit;0.654;111.735
27.01.2026;KNPA;KNPA1N-20-2023;PUPUK TRIPLE SUPERPHOSPHATE / TSP;4950;1;TBM Tabur pupuk kelapa sawit;0.655;111.737
27.01.2026;KNPA;KNPA1M-19-2024;PUPUK COPPER SULFATE CUSO4;3;0,34;TBM Tabur pupuk kelapa sawit;0.655;111.737
27.01.2026;KNPA;KNPA1N-22-2024;PUPUK COPPER SULFATE CUSO4;4;0,66;TBM Tabur pupuk kelapa sawit;0.655;111.737
27.01.2026;KNPA;KNPA1M-20-2024;PUPUK COPPER SULFATE CUSO4;33;0,55;TBM Tabur pupuk kelapa sawit;0.654;111.737
27.01.2026;KNPA;KNPA1M-21-2024;PUPUK COPPER SULFATE CUSO4;27;0,45;TBM Tabur pupuk kelapa sawit;0.654;111.734
27.01.2026;KNPA;KNPA1N-18-2024;PUPUK COPPER SULFATE CUSO4;104;2;TBM Tabur pupuk kelapa sawit;0.654;111.737
28.01.2026;KNPA;KNPA1O-23-2023;PUPUK COPPER SULFATE CUSO4;40;1;TBM Tabur pupuk kelapa sawit;0.654;111.737
28.01.2026;KNPA;KNPA1M-21-2023;PUPUK COPPER SULFATE CUSO4;36;1;TBM Tabur pupuk kelapa sawit;0.655;111.735
28.01.2026;KNPA;KNPA1P-25;PUPUK TRIPLE SUPERPHOSPHATE / TSP;171;0,18;TM Pemupukan Mekanis;0.655;111.735
28.01.2026;KNPA;KNPA1O-25-2023;PUPUK TRIPLE SUPERPHOSPHATE / TSP;14;0,01;TBM Tabur pupuk kelapa sawit;0.655;111.735
28.01.2026;KNPA;KNPA1O-25;PUPUK TRIPLE SUPERPHOSPHATE / TSP;915;0,81;TM Pemupukan Mekanis;0.654;111.735
29.01.2026;KNPA;KNPA1M-11-2025;PUPUK MURIATE OF POTASH/MOP/KCL;96;0;TBM Tabur pupuk kelapa sawit;0.654;111.735
29.01.2026;KNPA;KNPA1M-11-2025;PUPUK TRIPLE SUPERPHOSPHATE / TSP;117;0;TBM Tabur pupuk kelapa sawit;0.651;111.735
29.01.2026;KNPA;KNPA1M-11-2025;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;1,7;0;TBM Tabur pupuk kelapa sawit;0.650;111.735
29.01.2026;KNPA;KNPA1M-11-2025;UREA GRANULAR;214;0;TBM Tabur pupuk kelapa sawit;0.650;111.735
29.01.2026;KNPA;KNPA1M-11-2025;PUPUK MURIATE OF POTASH/MOP/KCL;118;0;TBM Tabur pupuk kelapa sawit;0.653;111.734
29.01.2026;KNPA;KNPA1M-11-2025;PUPUK TRIPLE SUPERPHOSPHATE / TSP;96;0;TBM Tabur pupuk kelapa sawit;0.650;111.735
29.01.2026;KNPA;KNPA1M-11-2025;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;1,72;0;TBM Tabur pupuk kelapa sawit;0.650;111.735
29.01.2026;KNPA;KNPA1M-11-2025;UREA GRANULAR;215;0;TBM Tabur pupuk kelapa sawit;0.649;111.735
31.01.2026;KNPA;KNPA1M-12-2025;PUPUK MURIATE OF POTASH/MOP/KCL;7,65;0;TBM Tabur pupuk kelapa sawit;0.649;111.735
31.01.2026;KNPA;KNPA1M-12-2025;PUPUK TRIPLE SUPERPHOSPHATE / TSP;9,35;0;TBM Tabur pupuk kelapa sawit;0.649;111.735
31.01.2026;KNPA;KNPA1M-12-2025;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;0,13;0;TBM Tabur pupuk kelapa sawit;0.649;111.735
31.01.2026;KNPA;KNPA1M-12-2025;UREA GRANULAR;17;0;TBM Tabur pupuk kelapa sawit;0.649;111.735
31.01.2026;KNPA;KNPA1M-11-2025;PUPUK MURIATE OF POTASH/MOP/KCL;11,25;0;TBM Tabur pupuk kelapa sawit;0.649;111.735
31.01.2026;KNPA;KNPA1M-11-2025;PUPUK TRIPLE SUPERPHOSPHATE / TSP;13,75;0;TBM Tabur pupuk kelapa sawit;0.648;111.735
31.01.2026;KNPA;KNPA1M-11-2025;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;0,2;0;TBM Tabur pupuk kelapa sawit;0.648;111.735
31.01.2026;KNPA;KNPA1M-11-2025;UREA GRANULAR;25;0;TBM Tabur pupuk kelapa sawit;0.653;111.734
31.01.2026;KNPA;KNPA1M-12-2025;PUPUK MURIATE OF POTASH/MOP/KCL;127;0;TBM Tabur pupuk kelapa sawit;0.648;111.735
31.01.2026;KNPA;KNPA1M-12-2025;PUPUK TRIPLE SUPERPHOSPHATE / TSP;155;0;TBM Tabur pupuk kelapa sawit;0.648;111.735
31.01.2026;KNPA;KNPA1M-12-2025;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;2,26;0;TBM Tabur pupuk kelapa sawit;0.648;111.735
31.01.2026;KNPA;KNPA1M-12-2025;UREA GRANULAR;283;0;TBM Tabur pupuk kelapa sawit;0.648;111.735
31.01.2026;KNPA;KNPA1M-12-2025;PUPUK MURIATE OF POTASH/MOP/KCL;127;0;TBM Tabur pupuk kelapa sawit;0.647;111.735
31.01.2026;KNPA;KNPA1M-12-2025;PUPUK TRIPLE SUPERPHOSPHATE / TSP;155;0;TBM Tabur pupuk kelapa sawit;0.647;111.735
31.01.2026;KNPA;KNPA1M-12-2025;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;2,26;0;TBM Tabur pupuk kelapa sawit;0.647;111.735
31.01.2026;KNPA;KNPA1M-12-2025;UREA GRANULAR;283;0;TBM Tabur pupuk kelapa sawit;0.647;111.735
02.01.2026;SBLE;SBLE1Z-32;PUPUK MURIATE OF POTASH/MOP/KCL;2500;0;TM Pemupukan Mekanis;0.647;111.735
02.01.2026;SBLE;SBLE1Z-32;PUPUK MURIATE OF POTASH/MOP/KCL;2500;0;TM Pemupukan Mekanis;0.647;111.735
03.01.2026;SBLE;SBLE3;UREA GRANULAR;128;2;TBM Tabur pupuk kelapa sawit;0.653;111.734
03.01.2026;SBLE;SBLE3;UREA GRANULAR;144;2;TBM Tabur pupuk kelapa sawit;0.647;111.735
03.01.2026;SBLE;SBLE1D-27;PUPUK KAPTAN MESH 80;600;1;TM Tabur pupuk kelapa sawit;0.646;111.735
03.01.2026;SBLE;SBLE1Z-32;PUPUK MURIATE OF POTASH/MOP/KCL;3400;0;TM Pemupukan Mekanis;0.646;111.735
03.01.2026;SBLE;SBLE1Z-32;PUPUK MURIATE OF POTASH/MOP/KCL;1600;0;TM Pemupukan Mekanis;0.684;111.738
05.01.2026;SBLE;SBLE3;UREA GRANULAR;128;1;TBM Tabur pupuk kelapa sawit;0.682;111.738
05.01.2026;SBLE;SBLE3;UREA GRANULAR;128;1;TBM Tabur pupuk kelapa sawit;0.683;111.745
05.01.2026;SBLE;SBLE3;UREA GRANULAR;64;1;TBM Tabur pupuk kelapa sawit;0.683;111.745
05.01.2026;SBLE;SBLE1Z-32;UREA GRANULAR;4284;0;TM Pemupukan Mekanis;0.683;111.745
05.01.2026;SBLE;SBLE1D-35;PUPUK MURIATE OF POTASH/MOP/KCL;2100;4;TM Tabur pupuk kelapa sawit;0.684;111.745
05.01.2026;SBLE;SBLE1D-35;PUPUK TRIPLE SUPERPHOSPHATE / TSP;900;4;TM Tabur pupuk kelapa sawit;0.684;111.745
05.01.2026;SBLE;SBLE1D-35;UREA GRANULAR;1500;4;TM Tabur pupuk kelapa sawit;0.684;111.745
06.01.2026;SBLE;SBLE1D-35;PUPUK MURIATE OF POTASH/MOP/KCL;720;5;TM Tabur pupuk kelapa sawit;0.684;111.745
06.01.2026;SBLE;SBLE1D-35;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1680;5;TM Tabur pupuk kelapa sawit;0.684;111.745
06.01.2026;SBLE;SBLE1D-35;UREA GRANULAR;1200;5;TM Tabur pupuk kelapa sawit;0.685;111.745
06.01.2026;SBLE;SBLE3;PUPUK KIESERITE GRANULAR;64;1;TBM Tabur pupuk kelapa sawit;0.685;111.745
06.01.2026;SBLE;SBLE3;UREA GRANULAR;128;1;TBM Tabur pupuk kelapa sawit;0.682;111.738
06.01.2026;SBLE;SBLE3;UREA GRANULAR;448;3;TBM Tabur pupuk kelapa sawit;0.685;111.744
06.01.2026;SBLE;SBLE3;PUPUK KIESERITE GRANULAR;128;2;TBM Tabur pupuk kelapa sawit;0.682;111.739
06.01.2026;SBLE;SBLE3;UREA GRANULAR;256;2;TBM Tabur pupuk kelapa sawit;0.682;111.739
06.01.2026;SBLE;SBLE3;PUPUK KIESERITE GRANULAR;128;2;TBM Tabur pupuk kelapa sawit;0.682;111.739
06.01.2026;SBLE;SBLE3;UREA GRANULAR;256;2;TBM Tabur pupuk kelapa sawit;0.682;111.739
06.01.2026;SBLE;SBLE3;PUPUK KIESERITE GRANULAR;112;1;TBM Tabur pupuk kelapa sawit;0.682;111.739
06.01.2026;SBLE;SBLE1Z-32;PUPUK MURIATE OF POTASH/MOP/KCL;3;0;TM Pemupukan Mekanis;0.682;111.738
06.01.2026;SBLE;SBLE1Z-32;UREA GRANULAR;3;0;TM Pemupukan Mekanis;0.682;111.738
06.01.2026;SBLE;SBLE1C-30;PUPUK MURIATE OF POTASH/MOP/KCL;3;0;TM Pemupukan Mekanis;0.684;111.739
07.01.2026;SBLE;SBLE2;PUPUK KIESERITE GRANULAR;112;1,65;TBM Tabur pupuk kelapa sawit;0.681;111.738
07.01.2026;SBLE;SBLE2;UREA GRANULAR;224;1,65;TBM Tabur pupuk kelapa sawit;0.682;111.739
07.01.2026;SBLE;SBLE2;PUPUK KIESERITE GRANULAR;160;2,35;TBM Tabur pupuk kelapa sawit;0.682;111.739
07.01.2026;SBLE;SBLE2;UREA GRANULAR;320;2,35;TBM Tabur pupuk kelapa sawit;0.682;111.739
07.01.2026;SBLE;SBLE2;PUPUK KIESERITE GRANULAR;160;2;TBM Tabur pupuk kelapa sawit;0.682;111.739
07.01.2026;SBLE;SBLE2;UREA GRANULAR;320;2;TBM Tabur pupuk kelapa sawit;0.682;111.739
07.01.2026;SBLE;SBLE2;PUPUK KIESERITE GRANULAR;96;0,81;TBM Tabur pupuk kelapa sawit;0.681;111.739
07.01.2026;SBLE;SBLE2;UREA GRANULAR;192;0,81;TBM Tabur pupuk kelapa sawit;0.681;111.739
07.01.2026;SBLE;SBLE2;PUPUK KIESERITE GRANULAR;144;2,19;TBM Tabur pupuk kelapa sawit;0.681;111.739
07.01.2026;SBLE;SBLE2;UREA GRANULAR;288;2,19;TBM Tabur pupuk kelapa sawit;0.681;111.739
07.01.2026;SBLE;SBLE2;PUPUK KIESERITE GRANULAR;144;2;TBM Tabur pupuk kelapa sawit;0.683;111.739
07.01.2026;SBLE;SBLE2;UREA GRANULAR;288;2;TBM Tabur pupuk kelapa sawit;0.683;111.739
07.01.2026;SBLE;SBLE1C-29;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.683;111.739
07.01.2026;SBLE;SBLE1Y-31;PUPUK MURIATE OF POTASH/MOP/KCL;5000;0;TM Pemupukan Mekanis;0.683;111.739
07.01.2026;SBLE;SBLE1C-29;PUPUK TRIPLE SUPERPHOSPHATE / TSP;200;0;TM Pemupukan Mekanis;0.682;111.739
07.01.2026;SBLE;SBLE1C-30;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1900;0;TM Pemupukan Mekanis;0.682;111.739
07.01.2026;SBLE;SBLE1Y-31;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1650;0;TM Pemupukan Mekanis;0.682;111.739
07.01.2026;SBLE;SBLE1D-35;PUPUK MURIATE OF POTASH/MOP/KCL;1;6;TM Tabur pupuk kelapa sawit;0.683;111.740
07.01.2026;SBLE;SBLE1D-35;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1;6;TM Tabur pupuk kelapa sawit;0.683;111.740
07.01.2026;SBLE;SBLE1D-35;UREA GRANULAR;1;6;TM Tabur pupuk kelapa sawit;0.683;111.741
07.01.2026;SBLE;SBLE1C-29;PUPUK MURIATE OF POTASH/MOP/KCL;200;0;TM Pemupukan Mekanis;0.683;111.741
07.01.2026;SBLE;SBLE1Y-31;UREA GRANULAR;200;0;TM Pemupukan Mekanis;0.683;111.741
08.01.2026;SBLE;SBLE1B-33;PUPUK MURIATE OF POTASH/MOP/KCL;2800;0;TM Pemupukan Mekanis;0.683;111.741
