Tanggal;Unit;Blok;Jenis Pupuk; Jumlah (Kg) ;HK;Metode;Latitude;Longitude
05.02.2026;KNPA;KNPA1O-25;PUPUK MURIATE OF POTASH/MOP/KCL;756;2;TM Tabur pupuk kelapa sawit;0.681;111.751
05.02.2026;KNPA;KNPA1O-25;UREA GRANULAR;504;2;TM Tabur pupuk kelapa sawit;0.680;111.751
05.02.2026;KNPA;KNPA1N-20-2023;PUPUK MURIATE OF POTASH/MOP/KCL;5000;1;TBM Tabur pupuk kelapa sawit;0.680;111.748
06.02.2026;KNPA;KNPA1N-20-2023;PUPUK MURIATE OF POTASH/MOP/KCL;2550;0,51;TBM Tabur pupuk kelapa sawit;0.680;111.751
06.02.2026;KNPA;KNPA1N-25;PUPUK MURIATE OF POTASH/MOP/KCL;2450;0,49;TM Pemupukan Mekanis;0.680;111.751
07.02.2026;KNPA;KNPA1N-25;PUPUK MURIATE OF POTASH/MOP/KCL;1250;0,3;TM Pemupukan Mekanis;0.679;111.751
07.02.2026;KNPA;KNPA1N-24;PUPUK MURIATE OF POTASH/MOP/KCL;1050;0,3;TM Pemupukan Mekanis;0.679;111.751
07.02.2026;KNPA;KNPA1O-24;PUPUK MURIATE OF POTASH/MOP/KCL;1700;0,4;TM Pemupukan Mekanis;0.679;111.751
09.02.2026;KNPA;KNPA1O-24;PUPUK MURIATE OF POTASH/MOP/KCL;310;0,1;TM Pemupukan Mekanis;0.679;111.751
09.02.2026;KNPA;KNPA1O-23;PUPUK MURIATE OF POTASH/MOP/KCL;570;0,18;TM Pemupukan Mekanis;0.678;111.751
09.02.2026;KNPA;KNPA1N-25-2023;PUPUK MURIATE OF POTASH/MOP/KCL;3120;0,72;TBM Tabur pupuk kelapa sawit;0.678;111.751
10.02.2026;KNPA;KNPA1N-25-2023;PUPUK MURIATE OF POTASH/MOP/KCL;1820;0,36;TBM Tabur pupuk kelapa sawit;0.678;111.751
10.02.2026;KNPA;KNPA1N-24-2023;PUPUK MURIATE OF POTASH/MOP/KCL;3180;0,64;TBM Tabur pupuk kelapa sawit;0.677;111.751
11.02.2026;KNPA;KNPA1O-25;UREA GRANULAR;480;1;TM Tabur pupuk kelapa sawit;0.681;111.748
11.02.2026;KNPA;KNPA1O-25;PUPUK MURIATE OF POTASH/MOP/KCL;720;1;TM Tabur pupuk kelapa sawit;0.677;111.751
12.02.2026;KNPA;KNPA1O-25;UREA GRANULAR;640;1;TM Tabur pupuk kelapa sawit;0.677;111.751
12.02.2026;KNPA;KNPA1O-25;PUPUK MURIATE OF POTASH/MOP/KCL;960;2;TM Tabur pupuk kelapa sawit;0.677;111.751
18.02.2026;KNPA;KNPA1O-25;PUPUK MURIATE OF POTASH/MOP/KCL;1242;2;TM Tabur pupuk kelapa sawit;0.676;111.751
18.02.2026;KNPA;KNPA1O-25;UREA GRANULAR;648;2;TM Tabur pupuk kelapa sawit;0.676;111.751
19.02.2026;KNPA;KNPA1O-24;UREA GRANULAR;1173;0,73;TM Pemupukan Mekanis;0.676;111.751
19.02.2026;KNPA;KNPA1O-23;UREA GRANULAR;475;0,21;TM Pemupukan Mekanis;0.676;111.751
19.02.2026;KNPA;KNPA1N-24;UREA GRANULAR;795;0,5;TM Pemupukan Mekanis;0.676;111.751
19.02.2026;KNPA;KNPA1N-25;UREA GRANULAR;2466;1,53;TM Pemupukan Mekanis;0.676;111.751
19.02.2026;KNPA;KNPA1N-25-2023;UREA GRANULAR;91;0,03;TBM Tabur pupuk kelapa sawit;0.676;111.751
19.02.2026;KNPA;KNPA1M-12-2025;PUPUK NPK COMPOUND 15.15.6.4;17;2;TBM Tabur pupuk mucuna bracteata;0.681;111.748
20.02.2026;KNPA;KNPA1N-24-2023;UREA GRANULAR;3200;2;TBM Tabur pupuk kelapa sawit;0.676;111.751
20.02.2026;KNPA;KNPA1N-25-2023;UREA GRANULAR;1800;1;TBM Tabur pupuk kelapa sawit;0.677;111.751
21.02.2026;KNPA;KNPA1N-25-2023;UREA GRANULAR;1550;1;TBM Tabur pupuk kelapa sawit;0.677;111.751
21.02.2026;KNPA;KNPA1N-20-2023;UREA GRANULAR;2450;1;TBM Tabur pupuk kelapa sawit;0.677;111.751
22.02.2026;KNPA;KNPA1N-20-2023;UREA GRANULAR;3450;1,66;TBM Tabur pupuk kelapa sawit;0.677;111.751
22.02.2026;KNPA;KNPA1N-19-2023;UREA GRANULAR;550;0,34;TBM Tabur pupuk kelapa sawit;0.678;111.751
23.02.2026;KNPA;KNPA1O-24-2023;PUPUK MURIATE OF POTASH/MOP/KCL;800;2;TBM Tabur pupuk kelapa sawit;0.678;111.751
24.02.2026;KNPA;KNPA1O-24-2023;PUPUK MURIATE OF POTASH/MOP/KCL;800;2;TBM Tabur pupuk kelapa sawit;0.678;111.751
24.02.2026;KNPA;KNPA1M-12-2025;PUPUK NPK COMPOUND 15.15.6.4;4,4;1;TBM Tabur pupuk mucuna bracteata;0.679;111.751
25.02.2026;KNPA;KNPA1O-24-2023;PUPUK MURIATE OF POTASH/MOP/KCL;850;2;TBM Tabur pupuk kelapa sawit;0.679;111.751
25.02.2026;KNPA;KNPA1M-11-2025;PUPUK NPK COMPOUND 15.15.6.4;3,04;1;TBM Tabur pupuk mucuna bracteata;0.681;111.748
26.02.2026;KNPA;KNPA1O-24-2023;UREA GRANULAR;800;2;TBM Tabur pupuk kelapa sawit;0.679;111.751
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK NPK COMPOUND 15.15.6.4;8,1;2;TBM Tabur pupuk mucuna bracteata;0.679;111.751
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK MURIATE OF POTASH/MOP/KCL;217;0;TBM Tabur pupuk kelapa sawit;0.680;111.751
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK TRIPLE SUPERPHOSPHATE / TSP;266;0;TBM Tabur pupuk kelapa sawit;0.680;111.751
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK KIESERITE GRANULAR;145;0;TBM Tabur pupuk kelapa sawit;0.681;111.751
26.02.2026;KNPA;KNPA1M-12-2025;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;4;0;TBM Tabur pupuk kelapa sawit;0.681;111.751
26.02.2026;KNPA;KNPA1M-12-2025;UREA GRANULAR;484;0;TBM Tabur pupuk kelapa sawit;0.678;111.752
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK MURIATE OF POTASH/MOP/KCL;103;0;TBM Tabur pupuk kelapa sawit;0.678;111.752
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK TRIPLE SUPERPHOSPHATE / TSP;125;0;TBM Tabur pupuk kelapa sawit;0.678;111.752
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK KIESERITE GRANULAR;67;0;TBM Tabur pupuk kelapa sawit;0.678;111.752
26.02.2026;KNPA;KNPA1M-12-2025;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;2;0;TBM Tabur pupuk kelapa sawit;0.681;111.749
26.02.2026;KNPA;KNPA1M-12-2025;UREA GRANULAR;229;0;TBM Tabur pupuk kelapa sawit;0.678;111.752
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK MURIATE OF POTASH/MOP/KCL;217;0;TBM Tabur pupuk kelapa sawit;0.678;111.752
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK TRIPLE SUPERPHOSPHATE / TSP;265;0;TBM Tabur pupuk kelapa sawit;0.678;111.752
26.02.2026;KNPA;KNPA1M-12-2025;PUPUK KIESERITE GRANULAR;144;0;TBM Tabur pupuk kelapa sawit;0.677;111.752
26.02.2026;KNPA;KNPA1M-12-2025;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;3,9;0;TBM Tabur pupuk kelapa sawit;0.677;111.752
26.02.2026;KNPA;KNPA1M-12-2025;UREA GRANULAR;483;0;TBM Tabur pupuk kelapa sawit;0.678;111.753
02.02.2026;SBLE;SBLE2F-78;PUPUK TRIPLE SUPERPHOSPHATE / TSP;300;8;TM Tabur pupuk kelapa sawit;0.677;111.752
02.02.2026;SBLE;SBLE2F-78;PUPUK COPPER SULFATE CUSO4;40;8;TM Tabur pupuk kelapa sawit;0.677;111.752
02.02.2026;SBLE;SBLE2F-78;PUPUK HGFB;32;8;TM Tabur pupuk kelapa sawit;0.677;111.752
02.02.2026;SBLE;SBLE1C-27;PUPUK TRIPLE SUPERPHOSPHATE / TSP;448;2;TM Tabur pupuk kelapa sawit;0.677;111.752
02.02.2026;SBLE;SBLE1C-27;PUPUK COPPER SULFATE CUSO4;22;2;TM Tabur pupuk kelapa sawit;0.664;111.737
02.02.2026;SBLE;SBLE1C-27;PUPUK KIESERITE GRANULAR;448;2;TM Tabur pupuk kelapa sawit;0.662;111.739
02.02.2026;SBLE;SBLE1C-27;UREA GRANULAR;448;2;TM Tabur pupuk kelapa sawit;0.662;111.739
02.02.2026;SBLE;SBLE1Z-32;PUPUK TRIPLE SUPERPHOSPHATE / TSP;8000;0;TM Pemupukan Mekanis;0.662;111.739
02.02.2026;SBLE;SBLE1Z-31;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1300;0;TM Pemupukan Mekanis;0.661;111.739
02.02.2026;SBLE;SBLE3;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;0;3;TBM Tabur pupuk kelapa sawit;0.661;111.739
03.02.2026;SBLE;SBLE2F-78;PUPUK TRIPLE SUPERPHOSPHATE / TSP;600;2;TM Tabur pupuk kelapa sawit;0.661;111.739
03.02.2026;SBLE;SBLE2F-78;PUPUK COPPER SULFATE CUSO4;80;2;TM Tabur pupuk kelapa sawit;0.659;111.739
03.02.2026;SBLE;SBLE2F-78;PUPUK HGFB;64;2;TM Tabur pupuk kelapa sawit;0.659;111.739
03.02.2026;SBLE;SBLE2F-78;PUPUK TRIPLE SUPERPHOSPHATE / TSP;444;5;TM Tabur pupuk kelapa sawit;0.658;111.739
03.02.2026;SBLE;SBLE2F-78;PUPUK COPPER SULFATE CUSO4;59,2;5;TM Tabur pupuk kelapa sawit;0.658;111.739
03.02.2026;SBLE;SBLE2F-78;PUPUK HGFB;47,36;5;TM Tabur pupuk kelapa sawit;0.664;111.737
03.02.2026;SBLE;SBLE2E-31;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.658;111.739
03.02.2026;SBLE;SBLE2E-32;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.658;111.739
03.02.2026;SBLE;SBLE1C-27;PUPUK TRIPLE SUPERPHOSPHATE / TSP;532;2;TM Tabur pupuk kelapa sawit;0.657;111.739
03.02.2026;SBLE;SBLE1C-27;PUPUK COPPER SULFATE CUSO4;26;2;TM Tabur pupuk kelapa sawit;0.657;111.739
03.02.2026;SBLE;SBLE1C-27;PUPUK KIESERITE GRANULAR;352;2;TM Tabur pupuk kelapa sawit;0.657;111.739
03.02.2026;SBLE;SBLE1C-27;UREA GRANULAR;532;2;TM Tabur pupuk kelapa sawit;0.656;111.739
04.02.2026;SBLE;SBLE2E-31;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1500;0;TM Pemupukan Mekanis;0.656;111.739
04.02.2026;SBLE;SBLE2E-32;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1500;0;TM Pemupukan Mekanis;0.656;111.739
04.02.2026;SBLE;SBLE2E-33;PUPUK TRIPLE SUPERPHOSPHATE / TSP;3000;0;TM Pemupukan Mekanis;0.656;111.738
04.02.2026;SBLE;SBLE2F-33;PUPUK TRIPLE SUPERPHOSPHATE / TSP;3000;0;TM Pemupukan Mekanis;0.655;111.738
05.02.2026;SBLE;SBLE2E-87;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1065;7;TM Tabur pupuk kelapa sawit;0.664;111.737
05.02.2026;SBLE;SBLE2F-30;PUPUK TRIPLE SUPERPHOSPHATE / TSP;3000;0;TM Pemupukan Mekanis;0.655;111.738
05.02.2026;SBLE;SBLE2F-82;PUPUK TRIPLE SUPERPHOSPHATE / TSP;3000;0;TM Pemupukan Mekanis;0.656;111.737
05.02.2026;SBLE;SBLE2E-33;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1000;0;TM Pemupukan Mekanis;0.656;111.737
05.02.2026;SBLE;SBLE2F-31;PUPUK TRIPLE SUPERPHOSPHATE / TSP;3000;0;TM Pemupukan Mekanis;0.656;111.737
05.02.2026;SBLE;SBLE1C-27;PUPUK TRIPLE SUPERPHOSPHATE / TSP;624;2;TM Tabur pupuk kelapa sawit;0.656;111.737
05.02.2026;SBLE;SBLE1C-27;PUPUK COPPER SULFATE CUSO4;28;2;TM Tabur pupuk kelapa sawit;0.657;111.737
05.02.2026;SBLE;SBLE1D-27;PUPUK TRIPLE SUPERPHOSPHATE / TSP;356;2;TM Tabur pupuk kelapa sawit;0.657;111.737
05.02.2026;SBLE;SBLE1D-27;PUPUK COPPER SULFATE CUSO4;18;2;TM Tabur pupuk kelapa sawit;0.657;111.737
06.02.2026;SBLE;SBLE2E-87;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1035;7;TM Tabur pupuk kelapa sawit;0.658;111.737
06.02.2026;SBLE;SBLE1D-28;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1300;3;TM Tabur pupuk kelapa sawit;0.658;111.737
06.02.2026;SBLE;SBLE2F-27;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1000;0;TM Pemupukan Mekanis;0.664;111.737
06.02.2026;SBLE;SBLE2F-78;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2000;0;TM Pemupukan Mekanis;0.658;111.737
06.02.2026;SBLE;SBLE4G-30;PUPUK TRIPLE SUPERPHOSPHATE / TSP;4000;0;TM Pemupukan Mekanis;0.658;111.737
06.02.2026;SBLE;SBLE4G-31;PUPUK TRIPLE SUPERPHOSPHATE / TSP;4000;0;TM Pemupukan Mekanis;0.659;111.737
06.02.2026;SBLE;SBLE3;PLASTIK MULSA 200/100 X 540MTR X 0.030MM;0;6;TBM Tabur pupuk kelapa sawit;0.659;111.737
07.02.2026;SBLE;SBLE2F-78;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1284;10;TM Tabur pupuk kelapa sawit;0.659;111.737
07.02.2026;SBLE;SBLE2F-78;PUPUK COPPER SULFATE CUSO4;95,8;10;TM Tabur pupuk kelapa sawit;0.660;111.737
07.02.2026;SBLE;SBLE2F-78;PUPUK HGFB;56,64;10;TM Tabur pupuk kelapa sawit;0.660;111.737
07.02.2026;SBLE;SBLE3;PUPUK ROCK PHOSPHATE/RP;400;5;TBM Tabur pupuk mucuna bracteata;0.656;111.739
07.02.2026;SBLE;SBLE2E-87;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.656;111.738
07.02.2026;SBLE;SBLE2E-78;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.655;111.737
07.02.2026;SBLE;SBLE2E-79;PUPUK TRIPLE SUPERPHOSPHATE / TSP;3000;0;TM Pemupukan Mekanis;0.663;111.737
07.02.2026;SBLE;SBLE1D-26;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1220;3;TM Tabur pupuk kelapa sawit;0.655;111.737
08.02.2026;SBLE;SBLE2E-25;PUPUK TRIPLE SUPERPHOSPHATE / TSP;5000;0;TM Pemupukan Mekanis;0.655;111.737
08.02.2026;SBLE;SBLE2E-26;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.663;111.737
08.02.2026;SBLE;SBLE2E-26;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.662;111.739
08.02.2026;SBLE;SBLE1C-74;PUPUK TRIPLE SUPERPHOSPHATE / TSP;900;7;TM Tabur pupuk kelapa sawit;0.655;111.738
08.02.2026;SBLE;SBLE1C-74;PUPUK COPPER SULFATE CUSO4;50;7;TM Tabur pupuk kelapa sawit;0.663;111.737
08.02.2026;SBLE;SBLE1C-74;PUPUK KIESERITE GRANULAR;900;7;TM Tabur pupuk kelapa sawit;0.663;111.738
08.02.2026;SBLE;SBLE1C-74;PUPUK HGFB;75;7;TM Tabur pupuk kelapa sawit;0.663;111.738
09.02.2026;SBLE;SBLE1Z-36;PUPUK TRIPLE SUPERPHOSPHATE / TSP;620;2;TM Tabur pupuk kelapa sawit;0.663;111.738
09.02.2026;SBLE;SBLE1Z-36;PUPUK COPPER SULFATE CUSO4;50;2;TM Tabur pupuk kelapa sawit;0.650;111.731
09.02.2026;SBLE;SBLE1Z-36;PUPUK KIESERITE GRANULAR;496;2;TM Tabur pupuk kelapa sawit;0.648;111.731
09.02.2026;SBLE;SBLE1Z-36;PUPUK HGFB;40;2;TM Tabur pupuk kelapa sawit;0.647;111.731
09.02.2026;SBLE;SBLE3;PUPUK ROCK PHOSPHATE/RP;400;2;TBM Tabur pupuk mucuna bracteata;0.647;111.731
09.02.2026;SBLE;SBLE2E-23;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.647;111.731
09.02.2026;SBLE;SBLE2E-24;PUPUK TRIPLE SUPERPHOSPHATE / TSP;4000;0;TM Pemupukan Mekanis;0.647;111.731
09.02.2026;SBLE;SBLE2E-22;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.646;111.731
10.02.2026;SBLE;SBLE1Z-36;PUPUK TRIPLE SUPERPHOSPHATE / TSP;630;4;TM Tabur pupuk kelapa sawit;0.646;111.734
10.02.2026;SBLE;SBLE1Z-36;PUPUK COPPER SULFATE CUSO4;50;4;TM Tabur pupuk kelapa sawit;0.647;111.734
10.02.2026;SBLE;SBLE1Z-36;PUPUK KIESERITE GRANULAR;504;4;TM Tabur pupuk kelapa sawit;0.647;111.734
10.02.2026;SBLE;SBLE1Z-36;PUPUK HGFB;41;4;TM Tabur pupuk kelapa sawit;0.647;111.734
10.02.2026;SBLE;SBLE2E-21;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2000;0;TM Pemupukan Mekanis;0.650;111.731
10.02.2026;SBLE;SBLE2E-22;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1000;0;TM Pemupukan Mekanis;0.647;111.734
10.02.2026;SBLE;SBLE2D-21;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.648;111.734
10.02.2026;SBLE;SBLE2D-22;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.648;111.734
10.02.2026;SBLE;SBLE3D-20;PUPUK COPPER SULFATE CUSO4;58;3;TM Tabur pupuk kelapa sawit;0.648;111.734
10.02.2026;SBLE;SBLE3D-20;PUPUK HGFB;92,8;3;TM Tabur pupuk kelapa sawit;0.649;111.734
11.02.2026;SBLE;SBLE1Z-36;PUPUK TRIPLE SUPERPHOSPHATE / TSP;770;3;TM Tabur pupuk kelapa sawit;0.649;111.734
11.02.2026;SBLE;SBLE1Z-36;PUPUK COPPER SULFATE CUSO4;62;3;TM Tabur pupuk kelapa sawit;0.649;111.734
11.02.2026;SBLE;SBLE1Z-36;PUPUK KIESERITE GRANULAR;616;3;TM Tabur pupuk kelapa sawit;0.649;111.734
11.02.2026;SBLE;SBLE1Z-36;PUPUK HGFB;50;3;TM Tabur pupuk kelapa sawit;0.650;111.734
11.02.2026;SBLE;SBLE3D-20;PUPUK COPPER SULFATE CUSO4;67;2;TM Tabur pupuk kelapa sawit;0.650;111.734
11.02.2026;SBLE;SBLE3D-20;PUPUK HGFB;7,2;2;TM Tabur pupuk kelapa sawit;0.649;111.731
11.02.2026;SBLE;SBLE2D-22;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1500;0;TM Pemupukan Mekanis;0.650;111.734
11.02.2026;SBLE;SBLE2D-23;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.651;111.734
11.02.2026;SBLE;SBLE2D-24;PUPUK TRIPLE SUPERPHOSPHATE / TSP;4000;0;TM Pemupukan Mekanis;0.651;111.734
11.02.2026;SBLE;SBLE3;PUPUK TRIPLE SUPERPHOSPHATE / TSP;149;6;TBM Tabur pupuk kelapa sawit;0.651;111.734
11.02.2026;SBLE;SBLE3;PUPUK COPPER SULFATE CUSO4;9,48;6;TBM Tabur pupuk kelapa sawit;0.652;111.734
11.02.2026;SBLE;SBLE3;UREA GRANULAR;271;6;TBM Tabur pupuk kelapa sawit;0.652;111.734
11.02.2026;SBLE;SBLE1C-25;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.652;111.734
11.02.2026;SBLE;SBLE1C-74;PUPUK TRIPLE SUPERPHOSPHATE / TSP;500;0;TM Pemupukan Mekanis;0.653;111.734
12.02.2026;SBLE;SBLE2D-21;PUPUK COPPER SULFATE CUSO4;55;3;TM Tabur pupuk kelapa sawit;0.653;111.734
12.02.2026;SBLE;SBLE2D-21;PUPUK HGFB;88;3;TM Tabur pupuk kelapa sawit;0.649;111.731
12.02.2026;SBLE;SBLE1Z-36;PUPUK TRIPLE SUPERPHOSPHATE / TSP;630;4;TM Tabur pupuk kelapa sawit;0.653;111.734
12.02.2026;SBLE;SBLE1Z-36;PUPUK COPPER SULFATE CUSO4;38;4;TM Tabur pupuk kelapa sawit;0.654;111.734
12.02.2026;SBLE;SBLE1Z-36;PUPUK KIESERITE GRANULAR;484;4;TM Tabur pupuk kelapa sawit;0.654;111.734
12.02.2026;SBLE;SBLE1Z-36;PUPUK HGFB;7;4;TM Tabur pupuk kelapa sawit;0.654;111.734
12.02.2026;SBLE;SBLE3;PUPUK TRIPLE SUPERPHOSPHATE / TSP;38,5;3;TBM Tabur pupuk kelapa sawit;0.655;111.734
12.02.2026;SBLE;SBLE3;PUPUK COPPER SULFATE CUSO4;2,45;3;TBM Tabur pupuk kelapa sawit;0.655;111.734
12.02.2026;SBLE;SBLE3;PUPUK KIESERITE GRANULAR;20;3;TBM Tabur pupuk kelapa sawit;0.649;111.731
12.02.2026;SBLE;SBLE3;PUPUK HGFB;5,72;3;TBM Tabur pupuk kelapa sawit;0.649;111.731
12.02.2026;SBLE;SBLE3;UREA GRANULAR;70;3;TBM Tabur pupuk kelapa sawit;0.649;111.731
12.02.2026;SBLE;SBLE1D-28;PUPUK KIESERITE GRANULAR;2500;0;TM Pemupukan Mekanis;0.648;111.731
12.02.2026;SBLE;SBLE1C-26;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1500;0;TM Pemupukan Mekanis;0.648;111.731
12.02.2026;SBLE;SBLE1C-27;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.655;111.734
12.02.2026;SBLE;SBLE1D-27;PUPUK KIESERITE GRANULAR;2500;0;TM Pemupukan Mekanis;0.653;111.734
13.02.2026;SBLE;SBLE1B-33;PUPUK TRIPLE SUPERPHOSPHATE / TSP;510;4;TM Tabur pupuk kelapa sawit;0.652;111.734
13.02.2026;SBLE;SBLE1B-33;PUPUK COPPER SULFATE CUSO4;34;4;TM Tabur pupuk kelapa sawit;0.652;111.734
13.02.2026;SBLE;SBLE1B-33;PUPUK KIESERITE GRANULAR;510;4;TM Tabur pupuk kelapa sawit;0.652;111.734
13.02.2026;SBLE;SBLE1B-33;PUPUK HGFB;55;4;TM Tabur pupuk kelapa sawit;0.651;111.734
13.02.2026;SBLE;SBLE1Z-32;PUPUK KIESERITE GRANULAR;3000;0;TM Pemupukan Mekanis;0.651;111.734
13.02.2026;SBLE;SBLE1Z-31;PUPUK KIESERITE GRANULAR;3000;0;TM Pemupukan Mekanis;0.651;111.734
13.02.2026;SBLE;SBLE1D-29;PUPUK KIESERITE GRANULAR;2500;0;TM Pemupukan Mekanis;0.651;111.734
13.02.2026;SBLE;SBLE1D-30;PUPUK KIESERITE GRANULAR;2500;0;TM Pemupukan Mekanis;0.650;111.734
14.02.2026;SBLE;SBLE1B-33;PUPUK TRIPLE SUPERPHOSPHATE / TSP;690;4;TM Tabur pupuk kelapa sawit;0.650;111.734
14.02.2026;SBLE;SBLE1B-33;PUPUK COPPER SULFATE CUSO4;46;4;TM Tabur pupuk kelapa sawit;0.655;111.734
14.02.2026;SBLE;SBLE1B-33;PUPUK KIESERITE GRANULAR;690;4;TM Tabur pupuk kelapa sawit;0.650;111.734
14.02.2026;SBLE;SBLE1B-33;PUPUK HGFB;65;4;TM Tabur pupuk kelapa sawit;0.649;111.734
14.02.2026;SBLE;SBLE2D-21;PUPUK COPPER SULFATE CUSO4;45;2;TM Tabur pupuk kelapa sawit;0.649;111.734
14.02.2026;SBLE;SBLE2D-21;PUPUK HGFB;112;2;TM Tabur pupuk kelapa sawit;0.649;111.734
14.02.2026;SBLE;SBLE2D-21;UREA GRANULAR;2151,78;2;TM Tabur pupuk kelapa sawit;0.649;111.734
14.02.2026;SBLE;SBLE2E-25;PUPUK KIESERITE GRANULAR;2500;0;TM Pemupukan Mekanis;0.648;111.734
14.02.2026;SBLE;SBLE2E-26;PUPUK KIESERITE GRANULAR;1250;0;TM Pemupukan Mekanis;0.648;111.734
14.02.2026;SBLE;SBLE2E-26;PUPUK KIESERITE GRANULAR;1250;0;TM Pemupukan Mekanis;0.648;111.734
18.02.2026;SBLE;SBLE3D-19;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1000;0;TM Pemupukan Mekanis;0.647;111.734
18.02.2026;SBLE;SBLE3X-20;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2000;0;TM Pemupukan Mekanis;0.647;111.734
18.02.2026;SBLE;SBLE3D-20;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2000;0;TM Pemupukan Mekanis;0.655;111.734
19.02.2026;SBLE;SBLE1B-32;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1024;4;TM Tabur pupuk kelapa sawit;0.647;111.734
19.02.2026;SBLE;SBLE1B-32;PUPUK KIESERITE GRANULAR;1024;4;TM Tabur pupuk kelapa sawit;0.647;111.734
19.02.2026;SBLE;SBLE2D-22;PUPUK COPPER SULFATE CUSO4;200;2;TM Tabur pupuk kelapa sawit;0.646;111.734
19.02.2026;SBLE;SBLE2D-22;PUPUK HGFB;250;2;TM Tabur pupuk kelapa sawit;0.646;111.737
19.02.2026;SBLE;SBLE2E-80;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.646;111.737
19.02.2026;SBLE;SBLE3X-19;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1000;0;TM Pemupukan Mekanis;0.647;111.737
19.02.2026;SBLE;SBLE3X-19;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1000;0;TM Pemupukan Mekanis;0.647;111.737
20.02.2026;SBLE;SBLE2E-33;PUPUK COPPER SULFATE CUSO4;135,8;5;TM Tabur pupuk kelapa sawit;0.647;111.737
20.02.2026;SBLE;SBLE2E-33;PUPUK HGFB;108,64;5;TM Tabur pupuk kelapa sawit;0.648;111.737
20.02.2026;SBLE;SBLE3;PUPUK ROCK PHOSPHATE/RP;148;3;TBM Tabur pupuk mucuna bracteata;0.648;111.737
20.02.2026;SBLE;SBLE1D-26;PUPUK KIESERITE GRANULAR;2500;0;TM Pemupukan Mekanis;0.654;111.734
20.02.2026;SBLE;SBLE1C-28;PUPUK KIESERITE GRANULAR;1000;0;TM Pemupukan Mekanis;0.648;111.737
20.02.2026;SBLE;SBLE1C-29;PUPUK KIESERITE GRANULAR;2000;0;TM Pemupukan Mekanis;0.648;111.737
21.02.2026;SBLE;SBLE1D-26;PUPUK COPPER SULFATE CUSO4;190;4;TM Tabur pupuk kelapa sawit;0.649;111.737
